GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1961,1961,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,21.7,21.72773,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1961,1961,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,18.8,18.80475,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1961,1961,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,24.5,24.51437,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1962,1962,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,20.9,20.86621,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1962,1962,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,18,18.02016,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1962,1962,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,23.6,23.57646,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1963,1963,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,20,20.04511,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1963,1963,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,17.3,17.27411,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1963,1963,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,22.7,22.6792,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1964,1964,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,19.3,19.32535,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1964,1964,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,16.6,16.62427,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1964,1964,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,21.9,21.89398,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1965,1965,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,18.7,18.73119,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1965,1965,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,16.1,16.09288,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1965,1965,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,21.2,21.23062,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1966,1966,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,18.3,18.25995,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1966,1966,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,15.7,15.68359,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1966,1966,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,20.7,20.70505,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1967,1967,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,17.9,17.88359,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1967,1967,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,15.4,15.37299,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1967,1967,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,20.3,20.27308,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1968,1968,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,17.5,17.54777,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1968,1968,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,15.1,15.09383,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1968,1968,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,19.9,19.88802,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1969,1969,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,17.2,17.2206,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1969,1969,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,14.8,14.81148,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1969,1969,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,19.5,19.51234,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1970,1970,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,16.9,16.88533,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1970,1970,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,14.5,14.54574,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1970,1970,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,19.1,19.11463,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1971,1971,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,16.5,16.53325,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1971,1971,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,14.2,14.24725,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1971,1971,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,18.7,18.70955,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1972,1972,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,16.2,16.16076,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1972,1972,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,13.9,13.90498,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1972,1972,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,18.3,18.30721,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1973,1973,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,15.8,15.76781,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1973,1973,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,13.5,13.54545,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1973,1973,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,17.9,17.88804,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1974,1974,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,15.4,15.35624,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1974,1974,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,13.2,13.18459,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1974,1974,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,17.4,17.42808,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1975,1975,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,14.9,14.91962,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1975,1975,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,12.8,12.81234,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1975,1975,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,16.9,16.92754,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1976,1976,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,14.5,14.4581,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1976,1976,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,12.4,12.43622,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1976,1976,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,16.4,16.38305,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1977,1977,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,14,13.9871,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1977,1977,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,12,12.02813,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1977,1977,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,15.9,15.85008,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1978,1978,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,13.5,13.53283,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1978,1978,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,11.7,11.65161,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1978,1978,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,15.3,15.32472,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1979,1979,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,13.1,13.11701,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1979,1979,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,11.3,11.32681,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1979,1979,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,14.8,14.8236,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1980,1980,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,12.7,12.74443,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1980,1980,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,11,11.04089,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1980,1980,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,14.4,14.36779,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1981,1981,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,12.4,12.42002,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1981,1981,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,10.8,10.79526,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1981,1981,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,14,13.96793,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1982,1982,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,12.1,12.13112,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1982,1982,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,10.6,10.55963,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1982,1982,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,13.6,13.62759,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1983,1983,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,11.9,11.85791,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1983,1983,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,10.3,10.33322,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1983,1983,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,13.3,13.31097,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1984,1984,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,11.6,11.58281,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1984,1984,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,10.1,10.09856,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1984,1984,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,13,13.00211,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1985,1985,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,11.3,11.28859,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1985,1985,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,9.9,9.86197,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1985,1985,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,12.6,12.64792,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1986,1986,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,11,10.95794,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1986,1986,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,9.6,9.57716,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1986,1986,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,12.3,12.27473,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1987,1987,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,10.6,10.579,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1987,1987,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,9.2,9.24753,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1987,1987,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,11.8,11.84789,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1988,1988,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,10.1,10.14119,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1988,1988,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,8.9,8.87419,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1988,1988,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,11.3,11.34724,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1989,1989,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,9.7,9.65325,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1989,1989,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,8.4,8.44708,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1989,1989,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,10.8,10.80467,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1990,1990,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,BTSX,Both sexes,null,9.1,9.14995,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1990,1990,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,FMLE,Female,null,8,8.02647,null,null,null,null,null
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,PUBLISHED,Published,null,1990,1990,null,WPR,Western Pacific,null,null,null,null,NZL,New Zealand,null,MLE,Male,null,10.2,10.22277,null,null,null,null,null
